X,Y,fid,TIPO,icon_url
-109.911521142219,22.8916227234434,"385",Cancha,
-109.772418910129,23.4408817417275,"386",Cancha,
-110.025737531904,23.0735360918527,"387",Cancha,
-109.727965823149,23.0839656846601,"388",Áreas Verdes,./6.png
-109.726481706012,23.0822833971426,"389",Áreas Verdes,./6.png
-109.729381503777,23.0825874956234,"390",Áreas Verdes,./6.png
-109.778929609439,23.3302349193174,"391",Cancha,
-109.777291243602,23.3316124980054,"392",Parque,./4.png
-109.771146504271,23.3287951208137,"393",Parque,./4.png
-109.816133124161,23.3889930286453,"394",Cancha,
-109.815251024878,23.3849176028812,"395",Cancha,
-111.355196250932,26.0057756789553,"396",Cancha,
-111.352385769756,26.0139123887136,"397",Cancha,
-111.343515249505,25.9968728476202,"398",Cancha,
-111.271548271406,25.735305496978,"399",Lienzo Charro,./0.png
-111.356177533203,25.9285685247795,"400",Campo de Golf,./7.png
-111.360595543127,25.9299988183611,"401",Campo de Golf,./7.png
-111.253057572462,25.7278646108249,"402",Cancha,
